Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
3360,AU,CAD,11,Weekday,MasterCard,Credit,0,0,63,10,0
3177,CA,USD,0,Weekend,Amex,Debit,0,0,35,1,0
1252,UK,USD,1,Weekday,Discover,Credit,0,0,32,8,0
5367,UK,CAD,10,Weekend,Visa,Debit,0,0,18,8,0
1518,UK,AUD,11,Weekday,Discover,Credit,1,0,65,5,0
6227,Other,GBP,6,Weekday,Visa,Credit,0,0,32,3,0
5306,AU,GBP,0,Weekday,MasterCard,Debit,0,0,26,4,0
9571,US,USD,12,Weekend,Visa,Credit,1,1,24,5,1
5870,US,USD,12,Weekend,Amex,Credit,1,1,61,3,1
8040,AU,USD,1,Weekend,Amex,Credit,1,1,26,8,1
4892,Other,AUD,9,Weekend,Amex,Credit,0,1,61,10,1
4993,AU,USD,22,Weekday,Discover,Credit,1,1,28,1,1
1962,Other,USD,0,Weekday,MasterCard,Credit,0,1,20,11,0
2864,CA,USD,6,Weekend,MasterCard,Credit,1,0,30,7,0
6604,CA,CAD,12,Weekday,MasterCard,Credit,0,0,22,8,0
4568,Other,GBP,23,Weekday,Amex,Credit,1,1,49,12,1
6514,AU,GBP,1,Weekday,MasterCard,Credit,1,0,39,3,0
4006,CA,CAD,19,Weekend,Discover,Debit,0,1,70,8,0
9115,AU,AUD,6,Weekend,Discover,Debit,1,1,67,12,1
184,CA,AUD,16,Weekday,Discover,Debit,0,1,60,12,0
7756,AU,AUD,21,Weekend,Amex,Debit,0,0,43,1,0
3359,AU,CAD,4,Weekend,Visa,Credit,0,0,20,2,0
6616,UK,GBP,10,Weekend,MasterCard,Debit,1,0,58,9,0
9591,Other,GBP,21,Weekend,Discover,Credit,0,0,25,4,0
6798,US,USD,23,Weekday,Visa,Credit,0,1,41,3,0
8729,Other,GBP,10,Weekend,Visa,Debit,1,1,57,10,1
7679,AU,AUD,10,Weekend,Discover,Credit,1,1,30,12,1
5699,AU,AUD,16,Weekday,Discover,Debit,1,0,28,2,0
1274,Other,USD,18,Weekend,MasterCard,Debit,1,0,55,3,0
6654,AU,USD,7,Weekday,MasterCard,Debit,0,1,62,8,0
1097,CA,GBP,19,Weekday,Visa,Debit,1,0,60,8,0
9498,AU,USD,13,Weekend,Visa,Credit,1,1,31,4,1
9108,Other,USD,9,Weekday,Visa,Debit,0,0,63,6,0
8003,Other,CAD,6,Weekday,Amex,Debit,0,0,68,7,0
4248,Other,GBP,1,Weekend,Visa,Credit,1,1,22,12,1
9221,UK,AUD,16,Weekend,Amex,Debit,0,0,64,1,0
5315,UK,CAD,0,Weekend,MasterCard,Credit,1,0,30,12,0
3355,UK,AUD,12,Weekday,Visa,Debit,1,0,41,8,0
271,UK,USD,18,Weekday,MasterCard,Debit,1,0,33,8,0
1187,UK,USD,13,Weekday,Visa,Credit,0,0,46,1,0
6306,UK,AUD,17,Weekday,MasterCard,Credit,1,0,36,5,0
2399,UK,CAD,19,Weekday,Visa,Credit,0,0,34,3,0
6996,Other,CAD,13,Weekday,Amex,Debit,0,0,48,10,0
7300,US,CAD,14,Weekend,Discover,Debit,1,0,65,0,0
4183,UK,USD,13,Weekday,MasterCard,Debit,0,0,46,10,0
9904,Other,GBP,23,Weekday,MasterCard,Credit,1,0,49,12,0
2231,US,USD,4,Weekend,Discover,Credit,1,0,63,4,0
6512,UK,AUD,15,Weekday,Visa,Debit,1,0,34,11,0
129,US,CAD,4,Weekday,Amex,Credit,1,1,24,2,1
9462,US,GBP,21,Weekday,Amex,Debit,1,0,55,0,0
3673,CA,CAD,12,Weekend,Amex,Debit,1,0,22,1,0
9794,AU,USD,15,Weekend,Visa,Credit,1,0,41,6,0
4766,CA,GBP,14,Weekend,MasterCard,Credit,1,0,50,0,0
3971,US,GBP,4,Weekend,Visa,Debit,1,0,65,2,0
7546,Other,USD,20,Weekday,Amex,Credit,1,1,40,10,1
5553,UK,CAD,22,Weekday,Discover,Debit,0,0,31,0,0
628,AU,CAD,5,Weekend,Amex,Credit,0,0,51,0,0
6590,UK,CAD,12,Weekday,MasterCard,Credit,1,0,21,11,0
2045,Other,USD,15,Weekday,Visa,Credit,0,1,18,12,0
2342,AU,AUD,9,Weekday,Visa,Debit,0,0,19,7,0
5885,CA,AUD,1,Weekend,Amex,Debit,1,1,46,5,1
8186,US,CAD,12,Weekday,MasterCard,Debit,0,0,26,3,0
250,Other,GBP,16,Weekend,MasterCard,Debit,0,0,45,7,0
2926,US,AUD,0,Weekday,Discover,Credit,1,0,50,6,0
5044,US,CAD,3,Weekday,Amex,Credit,1,0,40,8,0
975,UK,AUD,17,Weekend,Discover,Debit,0,0,37,0,0
9518,Other,CAD,5,Weekend,Visa,Debit,1,0,48,9,0
7193,US,AUD,11,Weekday,Visa,Debit,1,0,65,4,0
9176,CA,AUD,23,Weekend,MasterCard,Credit,0,0,63,5,0
9081,AU,GBP,19,Weekend,Discover,Credit,0,0,62,5,0
2673,Other,GBP,12,Weekday,MasterCard,Credit,1,0,43,9,0
7280,UK,AUD,1,Weekend,Amex,Debit,1,0,48,12,0
7532,Other,CAD,16,Weekend,MasterCard,Debit,0,1,49,6,0
9519,UK,GBP,22,Weekend,Visa,Credit,0,0,68,4,0
8663,AU,USD,9,Weekend,Visa,Debit,0,1,64,10,0
1988,CA,GBP,18,Weekend,MasterCard,Debit,0,0,67,4,0
91,US,AUD,21,Weekend,Amex,Credit,1,1,52,0,1
8722,Other,AUD,4,Weekday,Discover,Debit,1,1,32,12,1
4060,UK,USD,20,Weekend,Visa,Credit,1,0,32,11,0
2774,AU,GBP,11,Weekend,Visa,Debit,0,0,54,10,0
9879,US,AUD,17,Weekday,Amex,Debit,0,0,62,9,0
8384,AU,USD,8,Weekend,MasterCard,Debit,1,0,42,4,0
7410,CA,USD,10,Weekend,Visa,Credit,1,0,37,9,0
4441,US,CAD,3,Weekday,Visa,Credit,1,0,65,0,0
7348,US,GBP,9,Weekday,Amex,Debit,0,0,39,9,0
1009,US,GBP,0,Weekend,MasterCard,Debit,1,0,37,12,0
3784,UK,GBP,1,Weekend,Amex,Credit,1,0,32,1,0
6647,US,AUD,8,Weekday,Amex,Debit,1,0,47,0,0
4299,AU,USD,22,Weekend,MasterCard,Debit,0,0,31,7,0
4669,UK,CAD,17,Weekend,Visa,Credit,1,0,58,7,0
4288,US,GBP,15,Weekday,Discover,Debit,1,0,38,7,0
2053,AU,CAD,22,Weekday,Discover,Debit,1,0,67,12,0
6010,AU,CAD,13,Weekday,Discover,Debit,0,0,34,9,0
1717,Other,USD,3,Weekend,Amex,Debit,1,0,22,9,0
311,AU,GBP,1,Weekday,Visa,Credit,1,0,32,0,0
4539,CA,CAD,11,Weekend,Visa,Credit,0,0,60,3,0
1261,US,GBP,19,Weekday,Visa,Credit,0,0,44,11,0
3933,US,GBP,4,Weekday,Visa,Debit,1,1,61,10,0
585,US,GBP,3,Weekend,Amex,Credit,1,0,56,0,0
7617,AU,CAD,14,Weekday,Discover,Debit,1,0,37,3,0
8552,AU,USD,2,Weekend,Discover,Debit,1,0,70,6,0
2867,US,USD,21,Weekend,MasterCard,Debit,1,0,58,9,0
5899,UK,CAD,16,Weekend,Visa,Credit,1,0,52,6,0
2012,UK,AUD,7,Weekend,Discover,Debit,0,0,34,0,0
6252,CA,GBP,11,Weekend,Discover,Debit,1,0,26,9,0
4940,Other,GBP,20,Weekday,Visa,Debit,0,0,60,1,0
4007,CA,USD,7,Weekday,Visa,Credit,1,1,63,10,0
1626,US,CAD,19,Weekend,Discover,Debit,0,0,59,5,0
891,US,CAD,19,Weekend,MasterCard,Credit,0,0,21,10,0
6079,US,AUD,4,Weekend,Visa,Credit,1,0,33,12,0
7037,Other,AUD,20,Weekend,Discover,Debit,1,1,33,5,1
8924,AU,USD,5,Weekday,MasterCard,Debit,0,0,46,0,0
3962,Other,AUD,4,Weekday,Amex,Credit,0,1,61,3,1
2505,CA,AUD,20,Weekday,MasterCard,Credit,1,1,49,10,0
8807,AU,CAD,7,Weekday,Visa,Credit,1,1,49,8,0
3807,AU,CAD,21,Weekday,Amex,Credit,1,1,55,7,1
6101,CA,AUD,17,Weekday,MasterCard,Debit,1,0,56,10,0
1720,AU,USD,3,Weekend,Discover,Debit,0,0,57,3,0
6687,UK,AUD,3,Weekday,Visa,Credit,0,0,55,2,0
1588,CA,USD,4,Weekday,Amex,Credit,1,0,56,7,0
7001,CA,AUD,14,Weekend,Discover,Credit,1,0,58,12,0
9804,UK,CAD,5,Weekend,Amex,Debit,1,0,33,8,0
897,Other,CAD,20,Weekend,MasterCard,Credit,0,1,62,0,1
5559,Other,USD,15,Weekend,Discover,Credit,1,0,32,9,0
8470,Other,AUD,13,Weekend,Visa,Credit,1,0,35,7,0
4648,AU,AUD,13,Weekday,Discover,Credit,1,0,21,4,0
9829,UK,USD,15,Weekend,MasterCard,Credit,1,0,54,2,0
2433,CA,AUD,21,Weekend,Amex,Credit,0,0,57,9,0
3905,CA,GBP,23,Weekend,Discover,Credit,0,0,21,10,0
6838,CA,CAD,3,Weekday,Amex,Credit,1,1,34,4,1
1450,AU,CAD,10,Weekend,Visa,Debit,0,0,34,9,0
4501,AU,USD,18,Weekend,Discover,Debit,0,0,51,3,0
5455,Other,AUD,18,Weekday,Amex,Debit,0,0,65,0,0
9425,AU,USD,7,Weekend,Visa,Credit,1,1,36,12,1
4118,Other,GBP,9,Weekday,MasterCard,Debit,0,0,39,7,0
8870,Other,AUD,4,Weekday,Discover,Credit,0,0,56,12,0
2029,CA,GBP,15,Weekend,Discover,Debit,1,0,60,6,0
6846,AU,USD,2,Weekday,Discover,Credit,0,0,18,10,0
3759,Other,CAD,9,Weekend,Amex,Debit,1,0,70,3,0
5905,UK,GBP,23,Weekend,Amex,Debit,1,1,35,3,1
4625,UK,AUD,12,Weekend,Visa,Credit,1,0,56,12,0
8849,AU,USD,6,Weekday,Discover,Debit,0,0,45,4,0
166,CA,USD,11,Weekday,Visa,Debit,1,1,30,0,0
4592,CA,USD,22,Weekday,Discover,Debit,1,0,52,3,0
590,Other,CAD,13,Weekday,MasterCard,Debit,0,0,26,4,0
4525,AU,USD,9,Weekday,Discover,Credit,0,0,34,7,0
2822,UK,USD,8,Weekend,Visa,Credit,1,0,51,0,0
6510,Other,CAD,11,Weekend,Amex,Credit,1,0,32,10,0
7694,Other,USD,23,Weekend,MasterCard,Credit,0,0,26,3,0
9455,US,USD,2,Weekday,MasterCard,Credit,0,0,56,9,0
72,AU,GBP,12,Weekday,Discover,Debit,1,0,36,9,0
3581,Other,USD,5,Weekday,MasterCard,Credit,1,0,28,12,0
7963,UK,CAD,5,Weekend,Visa,Credit,1,0,41,6,0
269,US,GBP,20,Weekend,Visa,Credit,1,1,38,4,0
9969,UK,USD,18,Weekday,Discover,Credit,1,0,35,0,0
2463,CA,CAD,6,Weekend,Amex,Credit,1,0,43,6,0
9461,US,AUD,3,Weekday,MasterCard,Credit,1,0,66,12,0
1016,US,USD,21,Weekend,MasterCard,Debit,0,0,21,12,0
9276,Other,AUD,4,Weekday,Discover,Debit,0,0,19,0,0
7985,CA,GBP,0,Weekday,MasterCard,Credit,1,0,34,1,0
407,Other,CAD,17,Weekend,Amex,Credit,1,1,69,7,1
7385,AU,GBP,16,Weekend,Discover,Credit,1,1,18,8,1
6050,UK,AUD,8,Weekday,Visa,Debit,1,0,30,7,0
6170,UK,AUD,8,Weekend,MasterCard,Credit,1,0,27,7,0
7983,Other,AUD,20,Weekend,Discover,Debit,1,0,34,5,0
986,UK,CAD,23,Weekend,Visa,Debit,1,0,38,6,0
4486,UK,AUD,9,Weekday,Visa,Credit,0,0,66,3,0
8902,AU,AUD,19,Weekend,Visa,Debit,0,0,60,11,0
2619,CA,CAD,16,Weekend,Discover,Debit,0,0,26,12,0
6290,US,AUD,12,Weekend,Discover,Credit,1,1,48,4,1
9604,Other,USD,3,Weekend,Visa,Debit,1,0,52,1,0
6929,Other,AUD,22,Weekday,Visa,Debit,0,1,27,9,0
5369,AU,CAD,17,Weekday,Discover,Credit,1,0,66,10,0
4622,AU,AUD,17,Weekday,Discover,Credit,1,0,65,3,0
9678,US,CAD,21,Weekend,Amex,Debit,0,1,65,6,1
7567,CA,AUD,8,Weekday,Visa,Credit,0,0,32,3,0
4671,Other,USD,2,Weekend,MasterCard,Credit,0,0,62,5,0
7659,AU,CAD,6,Weekday,MasterCard,Credit,1,0,19,10,0
1004,Other,CAD,14,Weekday,Discover,Credit,0,1,55,10,0
7505,UK,CAD,8,Weekend,MasterCard,Debit,1,0,20,11,0
2467,Other,CAD,8,Weekend,Discover,Credit,1,1,43,7,1
1940,CA,AUD,3,Weekend,Amex,Credit,1,0,50,4,0
1636,CA,AUD,17,Weekday,Discover,Credit,0,0,66,7,0
9891,Other,USD,16,Weekend,Visa,Credit,0,0,41,3,0
8096,UK,USD,21,Weekend,Discover,Debit,1,0,50,10,0
6266,CA,AUD,20,Weekend,MasterCard,Debit,1,1,47,1,1
1896,AU,GBP,5,Weekday,MasterCard,Debit,1,1,60,8,0
6525,Other,CAD,6,Weekend,MasterCard,Debit,1,0,21,1,0
1074,UK,AUD,9,Weekday,Visa,Debit,1,1,60,6,0
5185,AU,USD,9,Weekday,Discover,Credit,0,0,62,5,0
2403,Other,CAD,5,Weekend,Discover,Debit,1,0,39,1,0
4896,UK,USD,5,Weekend,MasterCard,Credit,1,0,66,2,0
7332,AU,GBP,18,Weekend,Visa,Debit,0,0,37,11,0
9344,CA,CAD,7,Weekend,MasterCard,Credit,0,0,46,10,0
1957,Other,GBP,8,Weekday,MasterCard,Debit,0,0,38,10,0
7024,Other,GBP,0,Weekend,Visa,Credit,1,0,62,6,0
3908,CA,GBP,15,Weekend,MasterCard,Debit,0,1,34,5,0
808,US,AUD,5,Weekday,Amex,Credit,1,0,19,12,0
8379,AU,USD,22,Weekday,Visa,Debit,0,0,51,5,0
4828,CA,CAD,7,Weekend,MasterCard,Credit,0,0,39,6,0
4525,Other,AUD,14,Weekend,Discover,Debit,1,0,67,4,0
9500,AU,USD,11,Weekend,Amex,Credit,1,0,23,0,0
2285,AU,AUD,9,Weekend,Discover,Credit,1,0,42,4,0
5314,US,USD,15,Weekend,Discover,Debit,0,0,19,8,0
758,Other,CAD,14,Weekday,Amex,Credit,0,0,60,1,0
4888,UK,CAD,10,Weekday,Visa,Debit,0,1,34,9,0
3855,US,CAD,23,Weekday,MasterCard,Credit,1,0,26,2,0
3559,US,CAD,6,Weekend,Discover,Credit,1,0,37,1,0
9773,UK,USD,7,Weekend,Discover,Debit,0,0,54,4,0
962,UK,AUD,10,Weekend,Discover,Credit,0,1,69,4,0
3848,US,CAD,8,Weekend,Visa,Credit,1,0,32,12,0
6727,AU,CAD,6,Weekday,Discover,Credit,1,1,43,11,1
3576,CA,CAD,14,Weekday,Discover,Debit,0,1,42,4,0
9068,CA,GBP,14,Weekend,Discover,Debit,1,0,48,5,0
2419,US,CAD,15,Weekend,Amex,Credit,1,0,47,2,0
4199,AU,CAD,2,Weekend,Amex,Debit,0,1,66,7,0
1002,UK,USD,15,Weekday,Discover,Debit,1,1,27,2,0
5245,US,GBP,14,Weekday,Visa,Debit,1,0,55,1,0
7120,Other,USD,0,Weekend,Visa,Credit,1,0,62,8,0
4067,AU,AUD,13,Weekend,MasterCard,Debit,1,0,38,5,0
2846,Other,GBP,23,Weekday,Amex,Credit,1,1,65,6,1
9674,Other,USD,21,Weekend,Visa,Debit,1,0,41,11,0
8850,US,USD,10,Weekday,Discover,Credit,1,0,51,0,0
5317,AU,AUD,2,Weekend,Amex,Credit,1,0,45,11,0
423,Other,AUD,8,Weekday,Visa,Credit,1,0,69,2,0
6716,AU,CAD,5,Weekend,MasterCard,Credit,0,1,54,6,0
4267,CA,CAD,22,Weekday,Discover,Debit,0,0,41,7,0
7550,Other,GBP,15,Weekday,Amex,Debit,1,0,46,10,0
6317,Other,GBP,10,Weekend,MasterCard,Debit,1,0,34,11,0
2711,AU,AUD,17,Weekday,MasterCard,Debit,1,1,56,1,0
8645,CA,GBP,16,Weekend,Amex,Debit,0,0,41,4,0
8070,Other,CAD,16,Weekday,Visa,Credit,1,0,34,4,0
1658,US,AUD,2,Weekend,Discover,Credit,0,0,54,8,0
2542,AU,USD,18,Weekend,MasterCard,Debit,1,0,23,2,0
6764,AU,AUD,23,Weekday,MasterCard,Debit,1,1,59,12,0
3076,Other,GBP,22,Weekend,Amex,Debit,1,1,54,10,1
3165,CA,CAD,14,Weekend,Amex,Credit,1,1,63,10,1
2054,Other,CAD,9,Weekend,Amex,Credit,0,0,48,10,0
8480,UK,USD,7,Weekend,MasterCard,Credit,1,1,37,12,1
5738,Other,USD,16,Weekday,Visa,Debit,0,0,63,4,0
3218,UK,AUD,3,Weekday,Visa,Credit,0,0,19,12,0
1448,US,CAD,7,Weekend,Discover,Debit,1,0,58,11,0
6010,AU,USD,1,Weekday,Amex,Debit,0,0,35,7,0
608,AU,USD,22,Weekend,Discover,Credit,1,0,67,12,0
4553,CA,AUD,7,Weekend,MasterCard,Debit,1,1,39,10,1
1765,Other,AUD,6,Weekend,MasterCard,Debit,0,1,58,2,0
9418,US,CAD,8,Weekday,MasterCard,Credit,1,0,54,5,0
9428,UK,GBP,17,Weekend,Discover,Credit,1,0,43,8,0
9222,CA,GBP,16,Weekend,Amex,Debit,0,1,67,9,1
2672,US,CAD,0,Weekday,Discover,Debit,0,0,29,3,0
6520,US,GBP,11,Weekend,Discover,Debit,1,1,23,6,0
3963,UK,CAD,3,Weekday,MasterCard,Debit,0,1,34,7,0
3178,UK,CAD,16,Weekday,MasterCard,Debit,1,1,31,5,0
3723,AU,USD,6,Weekday,Visa,Debit,1,1,27,0,0
4907,Other,GBP,23,Weekend,Amex,Debit,0,1,43,5,1
7264,CA,CAD,2,Weekend,Amex,Debit,1,1,68,11,1
5055,Other,GBP,0,Weekend,Amex,Debit,1,1,20,3,1
9668,CA,GBP,18,Weekend,Discover,Credit,1,0,59,10,0
809,US,AUD,1,Weekend,MasterCard,Debit,1,0,63,2,0
9171,UK,GBP,5,Weekend,MasterCard,Credit,1,0,32,2,0
726,UK,CAD,10,Weekend,Visa,Debit,1,1,33,2,0
7702,US,USD,22,Weekend,Discover,Credit,1,1,55,0,1
1217,US,GBP,20,Weekend,Amex,Credit,0,0,31,9,0
4052,CA,CAD,3,Weekend,Discover,Debit,1,0,53,9,0
2198,US,AUD,0,Weekend,MasterCard,Credit,1,1,30,0,1
2807,CA,GBP,10,Weekend,Visa,Credit,0,0,44,1,0
8971,Other,USD,15,Weekday,Discover,Credit,0,0,25,4,0
973,UK,GBP,5,Weekday,MasterCard,Credit,1,0,40,6,0
5635,UK,CAD,10,Weekend,Discover,Debit,1,1,58,4,1
7484,UK,GBP,7,Weekend,MasterCard,Credit,1,0,70,12,0
2124,Other,GBP,19,Weekday,Discover,Debit,0,0,28,2,0
8791,Other,AUD,0,Weekday,Amex,Credit,1,0,22,4,0
225,AU,GBP,13,Weekend,Discover,Credit,0,0,22,5,0
9033,CA,USD,20,Weekend,Discover,Debit,0,0,42,3,0
1815,CA,GBP,20,Weekend,Amex,Credit,0,0,35,3,0
1107,AU,AUD,1,Weekend,Discover,Debit,0,0,65,0,0
125,UK,CAD,5,Weekend,MasterCard,Debit,1,0,68,6,0
3247,CA,GBP,8,Weekday,MasterCard,Debit,0,0,41,7,0
2932,CA,GBP,13,Weekend,MasterCard,Credit,0,0,26,3,0
2972,UK,AUD,21,Weekday,MasterCard,Credit,0,1,60,5,0
2018,US,AUD,7,Weekday,MasterCard,Debit,1,0,28,5,0
7416,US,AUD,2,Weekend,Amex,Debit,1,0,31,0,0
2416,AU,GBP,9,Weekend,Amex,Credit,1,0,59,9,0
3097,Other,USD,17,Weekday,Discover,Credit,1,0,26,3,0
1610,CA,AUD,19,Weekend,MasterCard,Debit,1,0,22,5,0
718,CA,CAD,8,Weekday,Discover,Credit,1,0,44,11,0
3562,AU,GBP,8,Weekday,MasterCard,Debit,0,0,28,8,0
9209,AU,CAD,18,Weekend,Discover,Credit,1,0,45,3,0
6783,CA,CAD,12,Weekend,Amex,Debit,1,1,26,8,1
1049,UK,USD,0,Weekend,MasterCard,Credit,0,0,30,3,0
9550,UK,CAD,16,Weekday,Amex,Credit,1,1,36,6,1
8308,Other,AUD,3,Weekday,Discover,Credit,1,0,25,6,0
7906,CA,AUD,3,Weekday,Amex,Credit,1,0,21,7,0
9994,CA,GBP,15,Weekend,Amex,Debit,1,0,61,6,0
5579,CA,USD,15,Weekday,Amex,Credit,1,0,42,5,0
1621,CA,USD,14,Weekend,Visa,Debit,1,1,24,2,0
6549,AU,CAD,5,Weekend,Discover,Debit,0,1,44,9,0
7382,US,USD,4,Weekday,Discover,Debit,1,0,57,6,0
4781,CA,CAD,21,Weekend,MasterCard,Credit,1,1,68,11,1
3793,US,CAD,9,Weekday,MasterCard,Debit,0,0,40,5,0
2942,UK,USD,6,Weekend,MasterCard,Debit,1,0,57,9,0
5696,Other,GBP,6,Weekend,Amex,Debit,1,0,68,11,0
6402,UK,CAD,9,Weekday,Discover,Debit,1,0,46,7,0
9170,CA,AUD,9,Weekend,Amex,Debit,1,0,53,3,0
6198,UK,AUD,14,Weekday,Discover,Credit,1,0,27,6,0
5451,AU,USD,5,Weekend,Amex,Credit,1,0,49,6,0
8976,US,USD,23,Weekday,MasterCard,Credit,1,0,64,2,0
8433,CA,CAD,1,Weekday,Amex,Credit,0,0,40,7,0
5875,AU,CAD,7,Weekend,Visa,Credit,1,1,57,12,1
1554,US,AUD,19,Weekend,MasterCard,Credit,1,0,64,12,0
1013,AU,CAD,14,Weekday,Visa,Debit,1,0,65,9,0
8379,UK,AUD,20,Weekday,Visa,Debit,1,0,41,1,0
1882,CA,CAD,20,Weekday,MasterCard,Debit,0,0,38,2,0
6800,UK,GBP,17,Weekday,Visa,Credit,1,0,56,0,0
4587,Other,GBP,4,Weekend,Visa,Debit,1,0,57,1,0
8623,CA,AUD,3,Weekend,Discover,Debit,0,1,46,12,0
8431,UK,GBP,9,Weekend,Amex,Credit,0,0,62,10,0
6448,CA,GBP,18,Weekend,Visa,Credit,1,0,62,0,0
2346,US,USD,13,Weekend,Amex,Credit,0,0,44,5,0
76,CA,CAD,22,Weekday,Visa,Credit,1,0,51,10,0
9549,CA,USD,23,Weekday,MasterCard,Credit,0,0,43,4,0
5878,US,AUD,12,Weekend,MasterCard,Debit,1,0,69,5,0
6786,UK,USD,9,Weekend,Discover,Debit,0,0,32,2,0
4923,CA,AUD,21,Weekday,MasterCard,Credit,0,0,23,6,0
8091,AU,GBP,5,Weekend,Discover,Credit,0,0,42,3,0
2331,CA,USD,12,Weekend,MasterCard,Credit,1,0,35,12,0
4687,UK,GBP,20,Weekday,Amex,Credit,1,0,24,0,0
1903,US,CAD,10,Weekend,Visa,Credit,1,1,19,2,1
4671,UK,GBP,21,Weekend,Visa,Debit,1,0,51,4,0
7144,Other,CAD,14,Weekend,Discover,Debit,1,1,18,12,1
2060,CA,GBP,1,Weekend,MasterCard,Credit,1,0,63,6,0
141,CA,USD,14,Weekday,Amex,Credit,0,0,19,8,0
1790,US,USD,18,Weekend,Amex,Credit,1,1,59,4,1
17,CA,GBP,16,Weekend,MasterCard,Credit,0,0,53,0,0
465,AU,AUD,19,Weekday,Visa,Debit,0,0,21,4,0
4472,AU,AUD,17,Weekday,MasterCard,Credit,0,0,45,10,0
1828,UK,CAD,5,Weekday,Visa,Credit,0,0,40,0,0
8712,US,CAD,14,Weekend,MasterCard,Credit,1,0,56,6,0
5957,Other,GBP,16,Weekday,Visa,Debit,1,0,37,8,0
90,UK,USD,23,Weekday,Discover,Debit,1,0,54,12,0
4816,US,CAD,21,Weekend,Amex,Credit,1,0,61,5,0
2852,US,GBP,8,Weekday,MasterCard,Credit,1,0,29,3,0
2844,UK,CAD,11,Weekend,Visa,Debit,0,0,49,5,0
9118,UK,USD,21,Weekend,Visa,Credit,1,1,55,0,1
6544,CA,CAD,22,Weekend,Visa,Debit,0,0,48,3,0
5902,Other,GBP,4,Weekday,Discover,Credit,1,0,35,5,0
970,AU,CAD,13,Weekend,Visa,Debit,1,0,46,1,0
1095,CA,AUD,23,Weekday,Amex,Debit,0,0,51,2,0
6125,US,CAD,7,Weekday,Discover,Credit,0,0,68,3,0
7348,Other,USD,21,Weekend,Visa,Credit,1,0,46,5,0
3196,Other,USD,16,Weekend,Amex,Debit,1,0,44,2,0
1405,UK,USD,8,Weekday,Visa,Credit,1,0,48,0,0
6941,Other,USD,2,Weekend,Amex,Credit,1,0,65,5,1
4291,Other,GBP,6,Weekday,Amex,Credit,1,0,51,7,0
3983,US,CAD,11,Weekday,Visa,Credit,1,1,34,7,0
5556,CA,CAD,2,Weekday,Amex,Debit,0,0,37,10,0
7955,Other,CAD,8,Weekday,MasterCard,Debit,1,0,48,3,0
4714,UK,CAD,13,Weekday,Visa,Debit,0,0,48,5,0
3093,CA,GBP,22,Weekday,MasterCard,Credit,1,0,56,0,0
4160,UK,USD,22,Weekend,Amex,Credit,1,0,38,5,0
6309,Other,CAD,22,Weekday,Discover,Credit,1,1,24,11,1
7479,CA,CAD,17,Weekday,Discover,Credit,0,0,49,0,0
8477,Other,USD,10,Weekend,Amex,Debit,1,0,29,3,0
4934,US,AUD,3,Weekend,MasterCard,Credit,0,1,40,8,0
4927,CA,AUD,7,Weekday,Visa,Debit,1,0,60,5,0
9380,UK,USD,17,Weekday,Discover,Credit,1,0,66,3,0
3970,US,CAD,12,Weekday,MasterCard,Debit,1,1,60,9,0
2966,AU,USD,3,Weekend,Discover,Credit,0,0,57,3,0
4320,UK,CAD,9,Weekday,Discover,Debit,1,0,23,3,0
8976,Other,CAD,7,Weekday,Amex,Credit,0,0,49,9,0
7109,UK,AUD,11,Weekend,Visa,Debit,0,0,55,6,0
9142,AU,AUD,18,Weekend,MasterCard,Credit,1,1,32,10,1
3940,UK,CAD,11,Weekend,MasterCard,Credit,0,0,43,8,0
45,US,CAD,21,Weekday,Visa,Credit,0,0,37,5,0
1811,UK,CAD,1,Weekend,MasterCard,Credit,0,1,29,6,0
4567,CA,AUD,23,Weekday,Discover,Debit,1,0,58,3,0
9022,AU,CAD,7,Weekend,Visa,Debit,1,0,62,10,0
1910,UK,USD,12,Weekend,Discover,Debit,0,0,64,12,0
6365,AU,GBP,0,Weekday,Discover,Credit,0,0,64,10,0
2582,US,GBP,2,Weekday,Discover,Credit,1,0,43,4,0
692,CA,CAD,1,Weekend,Visa,Credit,1,0,47,8,0
932,Other,USD,22,Weekday,MasterCard,Credit,0,0,46,7,0
7911,UK,CAD,22,Weekday,Discover,Debit,1,1,47,12,0
6383,US,USD,19,Weekend,Visa,Debit,1,0,30,9,0
3407,AU,AUD,7,Weekday,Visa,Debit,1,0,58,1,0
8340,AU,AUD,2,Weekday,Amex,Debit,0,0,60,7,0
1033,US,CAD,20,Weekend,Amex,Debit,1,0,39,2,0
1312,UK,AUD,14,Weekday,Amex,Credit,0,0,60,1,0
8580,Other,CAD,1,Weekday,MasterCard,Debit,0,1,58,1,0
3122,UK,GBP,16,Weekday,MasterCard,Debit,0,0,34,10,0
1874,CA,USD,23,Weekend,MasterCard,Debit,1,0,40,3,0
9108,UK,USD,5,Weekday,MasterCard,Debit,1,0,42,0,0
6782,CA,GBP,0,Weekday,Discover,Credit,1,0,70,4,0
3749,AU,GBP,3,Weekday,Visa,Credit,1,0,23,10,0
278,CA,GBP,18,Weekday,Visa,Credit,1,0,54,6,0
1860,Other,GBP,6,Weekday,Amex,Debit,1,1,43,1,1
5930,US,AUD,22,Weekend,Visa,Debit,0,0,38,4,0
